id;nome;data_nascimento;curso_id;turma_id;salario_medio;trabalha;cidade;estado;uso_alcool;fuma;uso_drogas;problemas_mentais;frequencia_percentual;media_notas;avaliacoes_realizadas
2681;Sra. Luara Freitas;1997-10-26;2;12;4403.66;;Pinto;CE;0.0;1.0;1.0;;42.86;3.13;1
2682;João Miguel Melo;2000-10-05;2;13;3130.68;0.0;Viana;RO;1.0;0.0;0.0;;50.0;6.58;4
2683;Cauê Câmara;1995-02-17;1;4;4476.7;1.0;Gomes;SP;1.0;1.0;0.0;Reprehenderit soluta mollitia magni accusantium reprehenderit corporis.;33.33;6.85;1
2684;Dr. Levi Casa Grande;1996-07-24;6;18;2704.07;1.0;Pacheco;MS;0.0;0.0;1.0;;0.0;2.74;2
2685;Alícia Moura;1996-12-03;7;2;4186.09;;Ferreira;XX;0.0;1.0;0.0;;50.0;7.38;1
2686;Luana Peixoto;2005-03-07;9;7;;1.0;Araújo da Mata;AP;0.0;0.0;0.0;Harum minus sapiente corporis.;50.0;3.76;2
2687;Sra. Maria Alice Rodrigues;1999-05-06;8;2;1177.46;0.0;Nogueira da Mata;SP;0.0;0.0;0.0;;57.14;;0
2688;;2004-07-31;7;16;3448.45;1.0;Jesus da Praia;DF;1.0;0.0;0.0;Quis eius officia dignissimos alias distinctio odit autem.;100.0;;0
2689;Emanuelly Rios;1997-10-31;9;6;863.38;0.0;da Rocha;MS;;0.0;1.0;;100.0;;0
2690;Dra. Mariana Lima;2003-11-13;10;14;4243.84;0.0;Macedo;PR;1.0;1.0;1.0;;100.0;1.2;1
2691;Olivia Novais;;10;16;2009.75;1.0;Sales Paulista;PR;0.0;1.0;0.0;;50.0;5.7;1
2692;Gael Silva;1997-05-15;9;5;3137.7;1.0;Vargas;PA;1.0;1.0;0.0;;;6.65;2
2693;Srta. Liz Fogaça;2002-03-12;10;20;4482.1;0.0;Silveira;MG;1.0;0.0;0.0;;100.0;6.39;1
2694;Isis Caldeira;;9;19;1019.03;0.0;Novais dos Dourados;PB;1.0;0.0;1.0;;0.0;1.3;2
2695;Sr. Davi Miguel Jesus;2004-06-04;9;16;3671.6;0.0;Teixeira Alegre;PE;1.0;1.0;0.0;;0.0;4.03;4
2696;Daniel Ferreira;2003-11-19;2;14;3883.84;1.0;Pinto;XX;1.0;1.0;0.0;;50.0;5.55;2
2697;João Machado;2005-11-04;8;14;2733.69;1.0;Viana Verde;PR;1.0;1.0;1.0;;100.0;8.92;1
2698;Alícia Sampaio;2000-09-10;5;11;3496.3;1.0;Aparecida Verde;;1.0;0.0;1.0;Explicabo explicabo inventore dolore quae voluptatem rerum illum.;80.0;;0
2699;José Pedro Gomes;2001-06-17;8;20;4484.02;1.0;Cardoso;DF;1.0;0.0;0.0;;60.0;3.26;3
2700;;2006-01-30;4;4;2453.72;1.0;Casa Grande do Campo;PI;0.0;1.0;0.0;;50.0;7.74;2
2701;Aurora Martins;;5;15;1560.84;0.0;Sales Alegre;MT;0.0;0.0;1.0;;33.33;3.68;3
2702;Sr. Matheus Almeida;2005-12-22;8;7;2770.55;0.0;Araújo;AL;0.0;0.0;0.0;;100.0;4.28;3
2703;Sara Sampaio;1997-10-15;4;3;1148.35;0.0;Costela;SE;0.0;1.0;1.0;;33.33;2.98;2
2704;Ana Liz Monteiro;2005-06-25;5;4;2117.91;0.0;Rezende;RO;1.0;0.0;1.0;Omnis architecto consequatur.;100.0;8.88;1
2705;;1996-03-28;2;13;4589.71;0.0;Mendes;!!;;0.0;1.0;Perspiciatis enim in laudantium sunt unde.;33.33;;0
2706;Apollo Cavalcanti;2003-12-01;6;10;2759.67;1.0;Viana;RR;1.0;1.0;1.0;;20.0;3.39;3
2707;Ayla Barbosa;2006-02-16;8;20;3083.44;0.0;Azevedo;MS;1.0;0.0;0.0;;57.14;4.43;3
2708;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2004-01-30;6;1;4023.15;1.0;!!!INVALID_DATA!!!;PA;1.0;0.0;0.0;;0.0;7.62;2
2709;Srta. Marcela Pastor;2001-05-12;2;2;4580.87;1.0;Rios de Cunha;BA;0.0;;1.0;;50.0;4.78;1
2710;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1998-11-11;10;16;2241.38;0.0;da Mata da Serra;RS;0.0;1.0;0.0;!!!INVALID_DATA!!!;50.0;5.1;1
2711;Sra. Maria Mendes;1996-06-12;7;4;2297.93;0.0;Cavalcanti de Gomes;RN;0.0;1.0;0.0;;80.0;2.54;1
2712;Cecilia Gonçalves;;9;15;4528.04;1.0;Sá;SC;1.0;0.0;0.0;Debitis sapiente libero unde officiis voluptatibus.;50.0;6.96;2
2713;Dr. João Pedro Abreu;2007-03-26;6;15;2779.72;0.0;da Paz do Sul;RS;1.0;1.0;0.0;;20.0;8.42;2
2714;!!!INVALID_DATA!!!;2001-04-15;5;1;1667.3;;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PI;1.0;0.0;0.0;;20.0;6.96;1
2715;João Gabriel Duarte;1999-01-11;6;3;0.0;0.0;da Conceição;RO;0.0;1.0;0.0;;33.33;9.06;1
2716;Cecilia Marques;2000-03-31;1;16;1154.78;1.0;Teixeira;PE;0.0;1.0;0.0;;60.0;;0
2717;Ana Sophia Alves;2006-03-09;5;7;1151.39;0.0;!!!INVALID_DATA!!!;PR;0.0;0.0;1.0;;;4.11;3
2718;Gustavo Henrique Duarte;1995-02-19;3;6;1264.72;1.0;Casa Grande;PR;1.0;0.0;1.0;;33.33;0.01;1
2719;Pedro Lucas Mendonça;2000-10-28;8;20;680.31;1.0;da Mota de Nogueira;PR;0.0;;0.0;;50.0;;0
2720;Yan Aragão;1995-03-12;4;4;2588.18;0.0;Nascimento;MS;1.0;1.0;0.0;;33.33;4.76;3
2721;Sra. Cecilia da Cruz;1997-06-16;7;18;3857.44;1.0;!!!INVALID_DATA!!!;!!;0.0;0.0;0.0;;75.0;;0
2722;Lucas Gabriel Gomes;2003-12-19;3;13;2330.38;1.0;Pacheco Verde;MG;0.0;0.0;1.0;Fugit mollitia maxime quaerat aut in expedita.;42.86;0.78;1
2723;Nicolas Castro;1995-11-29;3;16;4801.95;1.0;Pimenta de Goiás;CE;0.0;0.0;1.0;;50.0;4.03;4
2724;Eloah da Cunha;2005-03-15;8;17;945.96;1.0;Mendonça da Prata;!!;0.0;0.0;1.0;;100.0;4.42;2
2725;Gael Farias;2003-04-05;9;8;1768.93;0.0;Ramos;RN;1.0;0.0;1.0;;0.0;6.85;3
2726;Ana Júlia Souza;2004-01-07;6;3;749.37;1.0;Gonçalves Verde;BA;0.0;;1.0;;50.0;1.5;1
2727;Levi Nogueira;1996-03-12;7;5;2938.48;0.0;!!!INVALID_DATA!!!;AM;0.0;0.0;1.0;;100.0;3.35;2
2728;Agatha Montenegro;1995-12-21;8;2;2828.43;0.0;Cunha das Flores;AC;0.0;0.0;1.0;Earum voluptatum quod fuga reiciendis.;100.0;5.26;2
2729;Esther Pinto;2000-04-10;4;11;3835.69;1.0;Siqueira dos Dourados;RR;1.0;0.0;;Reiciendis id id assumenda numquam.;;;0
2730;Dra. Giovanna da Conceição;2006-01-18;5;11;3800.84;0.0;Sampaio de Minas;ES;1.0;1.0;1.0;Sed iste quas perspiciatis.;50.0;7.96;3
2731;Alana Brito;2001-11-30;2;6;904.22;1.0;Jesus;MG;0.0;1.0;0.0;;25.0;4.63;3
2732;Alícia Peixoto;2005-06-07;5;9;3457.83;1.0;Alves da Prata;RJ;1.0;0.0;1.0;;66.67;5.78;1
2733;Danilo Borges;2006-12-27;10;4;3208.81;1.0;Campos da Praia;AM;1.0;0.0;1.0;Explicabo maxime totam nostrum eius.;100.0;7.82;2
2734;Luiz Fernando Sá;;8;14;1348.01;0.0;Teixeira;!!;1.0;1.0;0.0;Numquam minus veritatis maxime quas voluptate nemo nesciunt.;100.0;6.2;1
2735;Cauã Lima;1996-02-28;1;20;856.78;1.0;!!!INVALID_DATA!!!;BA;0.0;0.0;1.0;;50.0;2.85;4
2736;Dr. Mathias da Luz;2003-05-02;3;12;3308.45;1.0;Santos;BA;0.0;0.0;0.0;;33.33;1.19;3
2737;Gael Barbosa;1996-01-31;10;15;4378.12;1.0;Costela;RR;0.0;1.0;0.0;;66.67;1.35;1
2738;Zoe Nascimento;2002-11-22;7;20;794.63;0.0;Ramos;PR;0.0;1.0;;;66.67;5.51;1
2739;Luiz Gustavo Monteiro;2000-06-17;6;2;4695.57;0.0;Melo do Sul;RR;0.0;0.0;0.0;;66.67;5.44;3
2740;Liz da Luz;;8;20;;1.0;Caldeira de Abreu;SP;0.0;0.0;0.0;;50.0;7.92;1
2741;Dr. Otávio Vargas;2003-08-06;5;16;4388.58;1.0;Vargas dos Dourados;MG;1.0;0.0;0.0;;66.67;;0
2742;Melissa Cassiano;2001-02-10;8;5;759.61;1.0;Cunha;AL;1.0;;0.0;;;4.91;1
2743;Ana Júlia Barros;2006-08-26;3;14;3319.78;1.0;Cirino;TO;0.0;0.0;0.0;;50.0;4.24;1
2744;Daniela Pereira;1999-08-31;3;10;4826.77;1.0;Carvalho;RJ;;1.0;1.0;;100.0;4.31;2
2745;Lívia da Luz;1998-08-06;8;13;3255.74;0.0;Gomes;PR;0.0;1.0;1.0;;;4.63;3
2746;Apollo Silva;1999-04-09;6;5;4562.15;1.0;da Rocha;RR;0.0;1.0;1.0;;100.0;5.19;2
2747;Ian Lopes;1996-07-17;3;11;4967.94;;Rocha de Goiás;RR;0.0;1.0;1.0;;50.0;5.53;1
2748;Bruna Vieira;1999-09-23;7;19;1255.27;0.0;da Paz da Serra;RJ;0.0;1.0;1.0;;100.0;3.92;1
2749;Yago Cavalcanti;2002-03-24;7;13;1461.8;0.0;Gomes do Oeste;MG;0.0;0.0;1.0;;0.0;0.45;1
2750;Catarina Caldeira;2000-05-05;10;7;4429.17;0.0;Santos;RO;1.0;1.0;0.0;;40.0;3.96;2
2751;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1998-08-09;5;16;2338.11;1.0;da Paz Grande;TO;1.0;1.0;0.0;Corporis fugit libero ad cumque.;20.0;5.35;2
2752;Natália Silveira;;2;1;605.58;1.0;da Mota da Praia;AP;1.0;1.0;1.0;;66.67;4.91;1
2753;Enzo Gabriel Cirino;1996-12-14;6;5;3277.84;1.0;Costa;GO;0.0;1.0;0.0;;;3.65;2
2754;Dr. Luan Pereira;;7;19;4585.75;1.0;da Paz de Goiás;RR;1.0;0.0;0.0;Minus magnam nesciunt inventore perferendis quod non.;33.33;1.7;2
2755;Sr. Ian Leão;1998-06-07;5;19;3825.58;1.0;Correia de Minas;SC;0.0;1.0;1.0;Accusamus doloribus corrupti ad.;100.0;1.02;1
2756;João Miguel Gonçalves;1997-06-26;2;1;1444.43;0.0;Lopes;;1.0;1.0;1.0;;60.0;7.51;1
2757;Hadassa Pinto;2001-02-25;7;17;2938.54;0.0;Sá do Norte;MG;0.0;0.0;;;75.0;6.1;2
2758;Alexandre Abreu;;5;11;4001.12;0.0;Castro;XX;1.0;0.0;1.0;;50.0;4.58;3
2759;Rael Rezende;2002-12-13;5;7;1709.61;0.0;Leão;BA;1.0;1.0;0.0;;40.0;;0
2760;Lunna Moreira;2000-03-20;1;1;3581.4;1.0;Aragão de Minas;RO;0.0;0.0;0.0;;100.0;2.94;1
2761;Sr. João Miguel Santos;1996-06-30;10;9;2556.95;0.0;Cirino;AL;0.0;0.0;0.0;Iure recusandae fugit corporis repellat deleniti qui.;100.0;3.88;1
2762;Rafael Pacheco;2004-06-14;6;9;3350.06;1.0;Peixoto de Viana;RS;0.0;0.0;0.0;;50.0;;0
2763;Maya Leão;1996-10-07;4;5;2739.08;1.0;Souza;PA;0.0;0.0;0.0;;0.0;5.1;5
2764;Evelyn Borges;2002-01-12;5;7;2684.27;0.0;Lopes dos Dourados;SP;0.0;1.0;1.0;;0.0;;0
2765;Kevin Montenegro;1996-01-03;10;8;2913.67;0.0;Sampaio de Minas;SC;1.0;1.0;1.0;;33.33;6.93;4
2766;Catarina Aragão;1995-04-02;5;14;2024.61;1.0;Farias;PA;1.0;0.0;1.0;;57.14;4.06;1
2767;Yago Albuquerque;1994-06-09;10;19;1740.03;1.0;Jesus;SC;0.0;1.0;1.0;Error error aut eum ullam ratione suscipit totam.;28.57;6.58;5
2768;Marcela Lopes;2004-03-06;10;12;3343.66;0.0;Cardoso Verde;SE;1.0;0.0;0.0;;;6.85;3
2769;Sr. Daniel Montenegro;1999-10-15;1;16;2454.91;0.0;!!!INVALID_DATA!!!;XX;0.0;0.0;1.0;;33.33;3.7;3
2770;Luan da Cruz;2006-08-28;7;4;2046.13;0.0;da Luz;RO;1.0;1.0;1.0;;60.0;;0
2771;Gustavo Sales;1997-02-19;6;2;2997.7;0.0;Costa;!!;0.0;1.0;1.0;;57.14;4.53;1
2772;!!!INVALID_DATA!!!;1999-02-18;10;13;4960.39;1.0;da Mata do Amparo;PE;1.0;1.0;1.0;;66.67;7.88;2
2773;Sr. Carlos Eduardo Gonçalves;1995-06-13;6;13;4706.09;0.0;Sampaio;ES;0.0;0.0;1.0;Ducimus officiis temporibus occaecati cumque eveniet ipsa.;75.0;;0
2774;Valentim Barros;;1;16;3596.64;0.0;Nogueira Verde;TO;0.0;0.0;1.0;;60.0;4.79;1
2775;Mariana Novaes;2005-01-05;10;14;1951.07;1.0;Siqueira Paulista;SC;1.0;0.0;0.0;;25.0;3.78;1
2776;Antony da Rosa;1995-02-10;5;7;4441.86;0.0;Gonçalves das Flores;;1.0;1.0;0.0;Debitis molestiae vero ullam voluptatum possimus ab blanditiis.;0.0;4.22;3
2777;Nicolas da Luz;2001-05-27;7;3;;1.0;Jesus;SC;0.0;1.0;1.0;;100.0;8.44;2
2778;Bárbara Cavalcanti;2004-10-07;10;9;4932.05;0.0;Silveira da Serra;AL;0.0;0.0;1.0;;50.0;3.1;1
2779;Isabella Sá;2001-07-27;2;9;941.13;0.0;Pereira;SE;0.0;0.0;0.0;;50.0;4.13;5
2780;Manuella Sá;2005-11-28;1;4;3902.8;1.0;Mendonça;PI;0.0;1.0;1.0;;66.67;1.93;1
2781;Felipe Sales;2003-09-27;10;12;1553.4;0.0;Dias;AP;0.0;0.0;0.0;;33.33;4.12;1
2782;Dr. Oliver Montenegro;2004-06-07;1;20;4784.41;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PR;1.0;0.0;1.0;;50.0;9.93;1
2783;Ana Sophia Campos;2006-09-25;3;4;1797.36;;Monteiro das Pedras;ES;1.0;1.0;0.0;;50.0;1.15;2
2784;Agatha Borges;;5;16;4323.49;0.0;Montenegro Grande;SE;0.0;0.0;1.0;;50.0;2.53;1
2785;Luiz Gustavo Sousa;2001-07-06;4;18;4531.51;1.0;Rezende do Galho;PR;1.0;0.0;1.0;;33.33;;0
2786;Bruno da Rocha;1998-08-24;3;9;2753.74;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;SC;0.0;0.0;0.0;;0.0;4.61;2
2787;Davi Miguel Novaes;2001-05-05;9;2;0.0;1.0;Cardoso da Mata;MT;0.0;0.0;0.0;;75.0;2.05;2
2788;Ana Laura Fonseca;1995-11-17;2;1;4349.97;1.0;Garcia Verde;SC;1.0;0.0;0.0;;66.67;2.26;2
2789;Enrico das Neves;2006-04-02;1;11;2836.44;0.0;Moraes de Cunha;AC;0.0;1.0;0.0;;0.0;6.66;6
2790;Caroline Garcia;2003-10-05;6;6;2739.86;1.0;da Luz Paulista;MA;1.0;1.0;1.0;Neque hic quia mollitia libero.;100.0;7.16;1
2791;Benjamim Novais;2004-12-02;3;1;784.05;1.0;Pimenta;PR;1.0;0.0;0.0;;75.0;7.63;2
2792;Caio Pereira;1994-11-04;4;5;3581.27;1.0;Sousa;PR;0.0;0.0;0.0;;40.0;2.35;1
2793;Vicente das Neves;1997-07-04;6;8;2375.6;1.0;Pacheco da Mata;ES;1.0;1.0;1.0;;66.67;6.11;2
2794;Dr. João Lucas da Conceição;1998-08-21;7;17;4704.54;0.0;Rezende de Minas;RR;0.0;1.0;0.0;;66.67;7.07;1
2795;Luísa Rezende;1997-09-05;3;6;1808.3;1.0;Freitas de da Mota;!!;0.0;1.0;0.0;;50.0;5.95;3
2796;;1995-11-13;7;1;2394.78;1.0;das Neves da Serra;MA;1.0;1.0;;Voluptatibus maiores ut iusto id mollitia.;50.0;;0
2797;Levi Jesus;2002-10-06;4;17;3680.29;1.0;;PR;1.0;0.0;0.0;Similique accusantium quisquam sed id ut mollitia.;100.0;8.63;2
2798;Mathias Cirino;1995-02-13;9;15;3500.41;0.0;Pires Verde;CE;1.0;0.0;0.0;;50.0;;0
2799;Eloah Camargo;2004-02-05;4;18;3670.42;0.0;Caldeira;MG;0.0;0.0;0.0;Quam tenetur explicabo quibusdam dolore beatae modi.;66.67;;0
2800;Daniel da Mota;1994-12-28;7;10;1739.15;1.0;Melo;RO;0.0;1.0;0.0;;66.67;5.77;2
2801;Maria Julia Ribeiro;1997-10-09;10;7;4981.17;1.0;Oliveira das Flores;;1.0;0.0;1.0;;100.0;4.75;1
2802;Sr. Bento Siqueira;2002-01-12;2;1;2018.44;1.0;Garcia;MS;1.0;1.0;1.0;;33.33;;0
2803;Kaique Novais;2005-05-16;9;4;1242.1;1.0;Ribeiro;GO;1.0;0.0;0.0;;33.33;9.47;1
2804;Isabel Vargas;2001-02-02;1;3;4608.99;1.0;Duarte das Flores;SC;0.0;0.0;;;66.67;5.76;4
2805;Dr. Ravi Cardoso;;2;4;3656.47;;Costela de da Costa;GO;0.0;1.0;0.0;;;4.64;1
2806;Isis da Rocha;2003-07-01;4;19;1486.96;1.0;Teixeira de Melo;RR;0.0;1.0;1.0;;50.0;2.6;2
2807;Ísis da Conceição;2004-01-19;1;15;1511.1;0.0;Aragão da Prata;RS;1.0;0.0;1.0;Numquam a commodi sapiente ea.;33.33;6.3;3
2808;Isabelly Barros;1996-02-28;5;5;2803.89;0.0;Barbosa;PE;1.0;;0.0;;80.0;;0
2809;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;;10;1;3788.3;1.0;Vasconcelos de Minas;MG;0.0;0.0;1.0;;66.67;4.3;3
2810;Enzo Sousa;1999-10-31;10;3;3982.53;0.0;Sampaio do Oeste;AM;1.0;0.0;1.0;Odio deserunt non doloremque harum eaque.;50.0;;0
2811;Aylla da Mata;1994-06-22;9;13;3211.12;0.0;Viana;PI;0.0;1.0;0.0;;100.0;;0
2812;Thomas Aparecida;2000-11-25;4;18;4059.89;0.0;Casa Grande dos Dourados;PB;0.0;0.0;0.0;;50.0;3.02;3
2813;Dra. Manuella Abreu;2006-07-24;7;4;1173.53;0.0;Moreira;MS;0.0;1.0;1.0;Molestiae corrupti ex error dolor occaecati.;100.0;2.34;1
2814;Henrique Siqueira;2005-12-09;8;1;4671.58;0.0;Rezende;AM;;0.0;0.0;;50.0;6.14;1
2815;Caio Freitas;2006-10-25;2;12;4668.8;0.0;Mendes;PA;1.0;1.0;1.0;;25.0;4.04;2
2816;Giovanna Sousa;2005-06-19;4;13;4468.22;0.0;;SC;0.0;0.0;;;60.0;;0
2817;Bento Carvalho;1996-10-07;5;12;1693.35;0.0;Siqueira de Guerra;SC;0.0;0.0;1.0;;;5.03;3
2818;Heitor Barbosa;2005-05-16;2;14;4749.74;0.0;Borges das Pedras;SE;0.0;0.0;0.0;;0.0;9.07;1
2819;Sr. Raul Farias;1996-10-10;1;18;;0.0;Ferreira;AL;0.0;0.0;0.0;;100.0;4.79;4
2820;Raquel das Neves;2001-06-05;8;4;3358.05;1.0;Moura de da Paz;MS;0.0;1.0;;;33.33;4.4;3
2821;Luísa Ramos;1998-05-28;9;9;1710.22;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;BA;0.0;0.0;1.0;;100.0;4.66;2
2822;;2004-03-27;9;15;2784.17;1.0;Cardoso;PE;1.0;1.0;0.0;;0.0;;0
2823;Eduardo da Mota;2005-01-03;7;3;4615.82;1.0;Nascimento da Mata;PI;0.0;0.0;0.0;;0.0;5.52;2
2824;Henry Gabriel Sampaio;1996-08-20;3;7;4372.15;1.0;Pastor do Oeste;CE;1.0;1.0;1.0;;0.0;3.86;1
2825;Lorena Costa;2001-10-21;2;14;2992.95;0.0;Fogaça do Norte;CE;0.0;1.0;1.0;;;8.57;2
2826;Leonardo Rodrigues;1995-10-05;6;12;3047.58;1.0;Martins;RS;0.0;0.0;0.0;Voluptatum voluptatum nesciunt labore.;;;0
2827;Vitor Gabriel Freitas;2005-12-05;8;18;2008.33;1.0;Gonçalves;RR;1.0;1.0;1.0;;100.0;3.38;5
2828;Maria Sophia Nogueira;1998-10-07;3;20;4056.04;0.0;Pereira;PB;0.0;1.0;1.0;;50.0;5.03;1
2829;Dra. Gabrielly Monteiro;1999-12-09;9;11;4341.47;1.0;Alves das Pedras;AC;1.0;1.0;1.0;Vitae illo sapiente soluta.;100.0;3.05;2
2830;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2006-06-29;10;2;1228.97;0.0;Santos da Praia;AC;0.0;0.0;1.0;;50.0;;0
2831;Dra. Ana Cecília Barbosa;2006-09-19;4;19;2286.69;1.0;Cassiano;CE;1.0;0.0;0.0;;50.0;;0
2832;Maria Eduarda Rocha;2006-09-11;3;16;0.0;1.0;Lima de Vasconcelos;BA;1.0;0.0;0.0;;25.0;2.35;2
2833;Evelyn Correia;2001-08-09;8;18;4472.03;0.0;Casa Grande das Flores;PR;0.0;0.0;0.0;;100.0;;0
2834;Maria Fonseca;2000-02-16;9;3;1392.89;0.0;Lopes do Campo;MA;0.0;0.0;0.0;;0.0;9.96;1
2835;Sr. Emanuel Câmara;2006-05-03;8;4;3291.19;1.0;Aragão de Rezende;PI;1.0;0.0;1.0;;100.0;4.12;1
2836;Lorenzo Marques;2000-10-23;8;20;1841.35;1.0;Campos;PB;0.0;0.0;;;0.0;6.1;2
2837;Stephany Ramos;1996-10-17;7;14;1839.67;0.0;Peixoto;BA;0.0;1.0;0.0;;33.33;4.63;2
2838;Bella Pires;2003-01-22;10;3;3985.74;1.0;Albuquerque de Silveira;CE;0.0;0.0;0.0;Nesciunt ea dolorum inventore recusandae reprehenderit.;40.0;5.56;4
2839;Clarice Cassiano;1998-09-28;1;14;4209.28;1.0;Pastor;SP;0.0;0.0;0.0;;75.0;6.09;2
2840;Sra. Ana Luiza Melo;2005-02-18;1;6;2223.99;0.0;Lopes;BA;0.0;1.0;0.0;In unde quas.;80.0;5.21;1
2841;Sabrina Albuquerque;2004-03-07;8;8;1115.07;0.0;Gonçalves;SP;0.0;0.0;0.0;;66.67;6.93;1
2842;Antony da Mata;1998-05-12;4;6;3908.18;0.0;Monteiro das Flores;RO;0.0;1.0;0.0;;33.33;;0
2843;João Ramos;2004-04-25;3;13;1319.53;1.0;Nogueira dos Dourados;SE;0.0;0.0;0.0;;33.33;3.05;2
2844;!!!INVALID_DATA!!!;2001-06-15;5;7;3402.29;1.0;Lima de das Neves;!!;0.0;0.0;0.0;;50.0;4.38;2
2845;Francisco Teixeira;2003-02-14;4;19;1921.32;1.0;Pacheco das Pedras;PR;0.0;1.0;1.0;;0.0;6.24;3
2846;Maitê Fernandes;2005-01-03;3;1;3783.93;0.0;Nogueira da Serra;MT;0.0;1.0;0.0;;66.67;4.85;2
2847;Maria Fernanda Moura;2003-03-22;4;11;3077.77;1.0;Cavalcante;AC;0.0;0.0;1.0;;50.0;5.91;1
2848;;1995-08-03;7;6;2528.83;0.0;Porto das Flores;RR;0.0;1.0;1.0;;50.0;;0
2849;Natália Pastor;2003-07-22;4;17;3201.11;0.0;Caldeira de Jesus;PB;0.0;0.0;0.0;;;0.32;1
2850;Yan Araújo;2001-07-23;2;11;2828.36;1.0;Castro;PA;1.0;0.0;1.0;;100.0;4.22;2
2851;Ana Laura Porto;2001-11-30;2;6;2163.5;0.0;Silveira;RJ;0.0;1.0;1.0;;100.0;;0
2852;André Garcia;1995-12-17;2;15;;0.0;!!!INVALID_DATA!!!;AM;0.0;1.0;0.0;;0.0;3.78;1
2853;Vicente Pires;1999-01-20;1;5;547.54;1.0;Marques Verde;;1.0;0.0;1.0;;50.0;7.66;1
2854;Eduardo Rocha;1996-05-18;4;8;4506.31;1.0;Silva dos Dourados;RR;0.0;1.0;1.0;;50.0;5.92;4
2855;Oliver Ferreira;2001-07-11;10;20;2118.82;1.0;Sales do Oeste;BA;0.0;0.0;1.0;Odit impedit nulla.;50.0;3.03;3
2856;João Felipe da Cruz;1997-08-06;2;3;2850.04;0.0;da Rosa das Pedras;!!;1.0;1.0;1.0;;40.0;6.04;3
2857;Anthony Cavalcante;1995-04-13;7;8;4768.29;0.0;da Cruz;MT;1.0;0.0;0.0;;50.0;2.46;2
2858;Juan Siqueira;2000-12-02;9;16;4434.57;0.0;Marques;RN;0.0;1.0;0.0;;75.0;;0
2859;Henry Gabriel da Cruz;2000-12-27;2;11;4081.05;1.0;!!!INVALID_DATA!!!;MT;1.0;1.0;1.0;Vitae laudantium repellat ratione ducimus.;25.0;2.05;2
2860;Alice Fonseca;1996-01-26;1;8;3238.52;0.0;Lopes do Galho;MA;1.0;0.0;0.0;Cum suscipit quasi quod enim.;0.0;4.82;2
2861;Henrique Sá;2000-11-03;5;13;2512.13;1.0;da Cruz Paulista;BA;0.0;0.0;1.0;;100.0;;0
2862;Arthur Gabriel Costela;2001-06-10;2;12;4721.81;0.0;Cirino das Flores;AC;1.0;0.0;0.0;;33.33;7.92;2
2863;Leonardo Duarte;1995-09-29;1;6;2879.8;0.0;Cunha do Campo;PR;1.0;0.0;0.0;;0.0;4.52;2
2864;Giovanna Aragão;2006-07-02;9;10;4398.11;1.0;Novaes;AP;0.0;0.0;0.0;;33.33;2.82;2
2865;Camila Pires;2005-04-06;4;7;3842.65;1.0;Nunes de Almeida;RS;0.0;0.0;0.0;;;;0
2866;Léo Pinto;2006-01-23;4;11;1651.3;1.0;Cunha do Campo;MS;0.0;0.0;0.0;;33.33;7.61;4
2867;Larissa Ribeiro;2006-03-02;5;5;1805.16;0.0;Cavalcante;PI;0.0;1.0;0.0;;0.0;2.81;2
2868;Juan Carvalho;1994-10-12;10;19;2389.35;0.0;Pimenta de Nascimento;PI;1.0;1.0;1.0;Vero nam ullam blanditiis consectetur.;25.0;5.81;1
2869;Ana Liz Silveira;2000-01-06;9;19;1746.57;0.0;Rocha do Campo;RO;1.0;1.0;0.0;;75.0;8.13;3
2870;Felipe Gomes;1994-10-08;5;19;3789.15;0.0;Vargas;SC;0.0;1.0;1.0;;50.0;4.01;1
2871;Calebe Ribeiro;1996-07-11;3;15;2831.99;1.0;Almeida de Oliveira;RO;0.0;0.0;1.0;Corporis enim sunt mollitia.;40.0;;0
